"random.ID","입학일자","교육과정","등록학기","학년","주야","현학적","학과명","성별","전공1","전공2","부전공","비고","공학인증여부"
"qSeHGxva",20130301,140,7,4,"주간","입학","법학부","남","한국법","US and International Law","","복수",""
"Fl6waSfK",20130301,140,5,3,"주간","복학","생명과학부","남","생명과학(66)","","","",""
"2hTE2BYS",20130301,140,5,3,"주간","복학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"PyHB8XRH",20130301,140,1,1,"주간","제적","글로벌리더십학부","남","","","","",""
"9cw6k4xm",20130301,140,6,3,"주간","복학","법학부","여","한국법","사회복지학","","연계",""
"eSmAze2q",20130301,140,6,3,"주간","일반휴학","경영경제학부","여","경영학","경제학","","복수",""
"1k9xqe4I",20130301,140,3,2,"주간","복학","경영경제학부","남","경영학","경제학","컴퓨터공학","복수",""
"xDuezn1M",20130301,140,5,3,"주간","복학","공간환경시스템공학부","여","건설공학","시각디자인","","연계",""
"BKnfSGoo",20130301,140,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"8mg1YtXT",20130301,140,1,1,"주간","일반휴학","글로벌리더십학부","남","","","","",""
"tDIDdA6Q",20130301,140,5,3,"주간","복학","법학부","여","한국법","상담심리학","","연계",""
"R32TFNX5",20130301,140,3,2,"주간","복학","경영경제학부","남","경제학","경영학","","복수",""
"pKN5Wsrb",20130301,140,5,3,"주간","일반휴학","법학부","남","한국법","US and International Law","","복수",""
"3vUrU6rb",20130301,140,4,2,"주간","일반휴학","경영경제학부","남","경영학","언론정보학","","연계",""
"TeBv1FGY",20130301,140,7,4,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","컴퓨터공학","","연계",""
"sjyWvqCr",20130901,140,6,3,"주간","입학","법학부","여","US and International Law","영어","","연계",""
"VJq8KlBh",20130901,140,6,3,"주간","입학","법학부","남","US and International Law","Business and Political Economy","","연계",""
"TgAi3bBf",20130901,140,6,3,"주간","입학","경영경제학부","남","Global Management","Global Entrepreneurship","","연계",""
"vOmHc1QS",20140301,140,3,2,"주간","군입대휴학","콘텐츠융합디자인학부","남","시각디자인","제품디자인","","복수",""
"JTStbbxW",20140301,140,4,2,"주간","일반휴학","경영경제학부","여","경영학","국제지역학","","연계",""
"Y0SSfOsg",20140301,140,5,3,"주간","입학","공간환경시스템공학부","여","건설공학","도시환경공학","","복수",""
"wRgnD9fz",20140301,140,5,3,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"UmFj52n3",20140301,140,5,3,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"mEUuExOM",20140301,140,4,2,"주간","일반휴학","상담심리사회복지학부","여","상담심리학","Global Entrepreneurship","","연계",""
"A2HFSKWz",20140301,140,5,3,"주간","입학","생명과학부","여","생명과학(66)","","","",""
"T0ij09yd",20140301,140,5,3,"주간","입학","전산전자공학부","여","컴퓨터공학","전자공학","","복수",""
"xgfN4Smc",20140301,140,5,3,"주간","입학","경영경제학부","여","경영학","한국법","","연계",""
"0Hv8pr5P",20140301,140,5,3,"주간","입학","생명과학부","여","생명과학(66)","","","",""
"l2SbZJPG",20140301,140,5,3,"주간","입학","상담심리사회복지학부","여","상담심리학","경영학","","연계",""
"bkrnDU0f",20140301,140,5,3,"주간","입학","법학부","여","한국법","US and International Law","","복수",""
"wY1HfKWk",20140301,140,5,3,"주간","입학","콘텐츠융합디자인학부","여","제품디자인","시각디자인","","복수",""
"dUs2VgfY",20140301,140,4,2,"주간","복학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"AHaDTOk1",20140301,140,2,1,"주간","군입대휴학","공간환경시스템공학부","남","건설공학","도시환경공학","","복수",""
"myMV6T7k",20140301,130,5,3,"주간","입학","전산전자공학부","여","컴퓨터공학","경영학","","연계",""
"CGauEGXA",20140301,140,2,1,"주간","군입대휴학","상담심리사회복지학부","남","상담심리학","영어","","연계",""
"sTJSknQo",20140301,130,3,2,"주간","일반휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"M9JZWdJC",20140301,140,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"rkU0kOwl",20140301,140,5,3,"주간","입학","상담심리사회복지학부","여","상담심리학","국제지역학","","연계",""
"hy3L6QLq",20140301,140,3,2,"주간","일반휴학","생명과학부","여","생명과학(66)","","","",""
"onNNN2fv",20140301,140,5,3,"주간","입학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"WxVRP6ry",20140301,140,5,3,"주간","입학","상담심리사회복지학부","여","사회복지학","도시환경공학","","연계",""
"TRcggpc8",20140301,140,3,2,"주간","일반휴학","경영경제학부","여","경제학","경영학","","복수",""
"cO9EzLhi",20140301,130,5,3,"주간","입학","경영경제학부","남","경제학","경영학","","복수",""
"6ywjP9v3",20140301,140,5,3,"주간","입학","전산전자공학부","여","컴퓨터공학","전자공학","","복수",""
"pqONWPDu",20140301,140,5,3,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","경영학","","연계",""
"1gBuWhMp",20140301,140,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"loN07aC7",20140301,140,5,3,"주간","입학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
"0CoEgMax",20140301,140,4,2,"주간","일반휴학","콘텐츠융합디자인학부","여","시각디자인","공연영상학","","연계",""
"XyeJGy5k",20140301,140,3,2,"주간","군입대휴학","법학부","남","한국법","경영학","","연계",""
"WDJrfykn",20140301,140,5,3,"주간","입학","전산전자공학부","여","전자공학","컴퓨터공학","","복수",""
"7A3StO7B",20140301,140,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"7CVu5Wd8",20140301,140,5,3,"주간","입학","국제어문학부","여","영어","한국법","","연계",""
"DQuC3ilg",20140301,140,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"LyyAKF98",20140301,130,4,2,"주간","일반휴학","생명과학부","여","생명과학(66)","","","",""
"HeWePWF8",20140301,130,5,3,"주간","입학","경영경제학부","남","경영학","경제학","","복수",""
"SxYQ0n34",20140301,140,5,3,"주간","입학","언론정보문화학부","여","공연영상학","Global Entrepreneurship","","연계",""
"2tnlOXPd",20140301,140,4,2,"주간","일반휴학","기계제어공학부","여","기계공학","전자제어공학","","복수",""
"vt8TzcO7",20140301,140,5,3,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"49B6Ndhp",20140301,140,5,3,"주간","입학","상담심리사회복지학부","여","사회복지학","상담심리학","","복수",""
"PIBK86ki",20140301,140,5,3,"주간","입학","국제어문학부","여","국제지역학","영어","","복수",""
"RYcjQK4c",20140301,140,5,3,"주간","입학","콘텐츠융합디자인학부","남","제품디자인","경영학","","연계",""
"qBXbwzxV",20140301,140,5,3,"주간","입학","생명과학부","여","생명과학(66)","","","",""
"Y6PV0TUZ",20140301,140,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"RYvKGRru",20140301,140,5,3,"주간","입학","공간환경시스템공학부","여","건설공학","도시환경공학","","복수",""
"EiLNb2mj",20140301,140,3,2,"주간","군입대휴학","상담심리사회복지학부","남","상담심리학","컴퓨터공학","","연계",""
"RSrbwYPp",20140301,140,2,1,"주간","군입대휴학","경영경제학부","남","경제학","경영학","","복수",""
"71TOq5HC",20140301,140,5,3,"주간","입학","언론정보문화학부","여","언론정보학","국제지역학","","연계",""
"WIicOFFA",20140301,140,4,2,"주간","복학","경영경제학부","남","경제학","경영학","","복수",""
"PEna4BBG",20140301,140,4,2,"주간","일반휴학","전산전자공학부","여","컴퓨터공학","전자공학","","복수",""
"DJ4tE7zX",20140301,140,1,1,"주간","군입대휴학","글로벌리더십학부","남","","","","",""
"624r7AJS",20140301,140,5,3,"주간","입학","언론정보문화학부","여","언론정보학","공연영상학","","복수",""
"42nRQ23o",20140301,140,3,2,"주간","군입대휴학","생명과학부","남","생명과학(66)","","","",""
"EQOrXoqW",20140301,140,3,2,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"PS3nfNI1",20140301,140,5,3,"주간","입학","법학부","여","한국법","사회복지학","","연계",""
"8Fsp9Is8",20140301,140,4,2,"주간","일반휴학","국제어문학부","여","국제지역학","Global Entrepreneurship","","연계",""
"RKpVlQQA",20140301,140,3,2,"주간","복학","경영경제학부","남","경영학","Global Entrepreneurship","","연계",""
"yuiaFYPO",20140301,140,5,3,"주간","입학","경영경제학부","여","경영학","상담심리학","","연계",""
"QDumtawE",20140301,130,5,3,"주간","입학","전산전자공학부","여","컴퓨터공학","Global Entrepreneurship","","연계",""
"yJcvXCqs",20140301,140,4,2,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"jGk9RVuW",20140301,140,5,3,"주간","입학","전산전자공학부","여","컴퓨터공학","Global Entrepreneurship","","연계",""
"iIqkSGUL",20140301,140,2,1,"주간","군입대휴학","경영경제학부","남","경영학","경제학","","복수",""
"BLnK6G5g",20140301,140,4,2,"주간","군입대휴학","경영경제학부","남","경영학","국제지역학","","연계",""
"tI0djC7K",20140301,140,4,2,"주간","일반휴학","생명과학부","여","생명과학(66)","","","",""
"rMcgWFij",20140301,140,4,2,"주간","일반휴학","언론정보문화학부","남","언론정보학","공연영상학","","복수",""
"bYIk75YV",20140301,130,4,2,"주간","군입대휴학","전산전자공학부","남","전자공학심화","","","","공학인증"
"IVjj8w3Z",20140301,140,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"fHuObmNb",20140301,140,3,2,"주간","군입대휴학","경영경제학부","남","경영학","상담심리학","","연계",""
"UZseHnWY",20140301,140,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"TgXXrbfw",20140301,140,3,2,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","경영학","","연계",""
"YY3PT4it",20140301,130,4,2,"주간","일반휴학","언론정보문화학부","여","공연영상학","언론정보학","","복수",""
"cGAEFbEH",20140301,130,5,3,"주간","입학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"9Op8ounz",20140301,140,5,3,"주간","입학","경영경제학부","여","경영학","Global Entrepreneurship","","연계",""
"H0QWfWot",20140301,140,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"UkNI0VQi",20140301,140,3,2,"주간","복학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"D3fWKSjs",20140301,140,4,2,"주간","군입대휴학","경영경제학부","남","경영학","상담심리학","","연계",""
"PgCG1nB8",20140301,140,3,2,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"eqJydt0p",20140301,140,5,3,"주간","입학","전산전자공학부","남","컴퓨터공학","경영학","","연계",""
"YbPJNLrD",20140301,140,3,2,"주간","군입대휴학","경영경제학부","남","경제학","ICT융합","","연계",""
"d6Z6yWP1",20140301,140,4,2,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"lXM9IVnu",20140301,140,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"RFEkNbQt",20140301,140,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"g5V9Y9xl",20140301,140,5,3,"주간","입학","법학부","여","한국법","US and International Law","","복수",""
"2wMNS85e",20140301,140,4,2,"주간","복학","경영경제학부","남","경영학","경제학","","복수",""
"zTIfqRIe",20140301,140,5,3,"주간","입학","전산전자공학부","여","컴퓨터공학심화","","","","공학인증"
"Da989s01",20140301,140,5,3,"주간","입학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
