학번,입학일자,교육과정,등록학기,학년,주야,현학적,학과명,성별,전공1,전공2,부전공,비고,공학인증여부
21300823,20130301,140,5,3,주간,일반휴학,상담심리사회복지학부,여,상담심리학,공연영상학,,연계,
21300824,20130301,140,6,3,주간,일반휴학,경영경제학부,여,경영학,제품디자인,,연계,
21300825,20130301,140,7,4,주간,입학,전산전자공학부,여,컴퓨터공학심화,,,,공학인증
21300826,20130301,140,7,4,주간,입학,공간환경시스템공학부,여,건설공학,시각디자인,,연계,
21300827,20130301,140,1,1,주간,일반휴학,글로벌리더십학부,여,,,,,
21300828,20130301,140,3,2,주간,복학,경영경제학부,남,경영학,공연영상학,,연계,
21300829,20130301,140,3,2,주간,복학,경영경제학부,남,경영학,US and International Law,,연계,
21300830,20130301,140,2,1,주간,군입대휴학,법학부,남,한국법,US and International Law,,복수,
21300831,20130301,140,7,4,주간,입학,법학부,남,한국법,US and International Law,,복수,
21300832,20130301,140,5,3,주간,복학,생명과학부,남,생명과학(66),,,,
21300833,20130301,140,5,3,주간,복학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21300834,20130301,140,1,1,주간,제적,글로벌리더십학부,남,,,,,
21300835,20130301,140,6,3,주간,복학,법학부,여,한국법,사회복지학,,연계,
21300836,20130301,140,6,3,주간,일반휴학,경영경제학부,여,경영학,경제학,,복수,
21300837,20130301,140,3,2,주간,복학,경영경제학부,남,경영학,경제학,컴퓨터공학,복수,
21300838,20130301,140,5,3,주간,복학,공간환경시스템공학부,여,건설공학,시각디자인,,연계,
21300839,20130301,140,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21300840,20130301,140,1,1,주간,일반휴학,글로벌리더십학부,남,,,,,
21300841,20130301,140,5,3,주간,복학,법학부,여,한국법,상담심리학,,연계,
21300842,20130301,140,3,2,주간,복학,경영경제학부,남,경제학,경영학,,복수,
21300843,20130301,140,5,3,주간,일반휴학,법학부,남,한국법,US and International Law,,복수,
21300844,20130301,140,4,2,주간,일반휴학,경영경제학부,남,경영학,언론정보학,,연계,
21300845,20130301,140,7,4,주간,입학,콘텐츠융합디자인학부,여,시각디자인,컴퓨터공학,,연계,
21300846,20130901,140,6,3,주간,입학,법학부,여,US and International Law,영어,,연계,
21300847,20130901,140,6,3,주간,입학,법학부,남,US and International Law,Business and Political Economy,,연계,
21300848,20130901,140,6,3,주간,입학,경영경제학부,남,Global Management,Global Entrepreneurship,,연계,
21400001,20140301,140,3,2,주간,군입대휴학,콘텐츠융합디자인학부,남,시각디자인,제품디자인,,복수,
21400002,20140301,140,4,2,주간,일반휴학,경영경제학부,여,경영학,국제지역학,,연계,
21400003,20140301,140,5,3,주간,입학,공간환경시스템공학부,여,건설공학,도시환경공학,,복수,
21400004,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21400005,20140301,140,5,3,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400006,20140301,140,4,2,주간,일반휴학,상담심리사회복지학부,여,상담심리학,Global Entrepreneurship,,연계,
21400007,20140301,140,5,3,주간,입학,생명과학부,여,생명과학(66),,,,
21400008,20140301,140,5,3,주간,입학,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21400009,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,한국법,,연계,
21400010,20140301,140,5,3,주간,입학,생명과학부,여,생명과학(66),,,,
21400011,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,경영학,,연계,
21400012,20140301,140,5,3,주간,입학,법학부,여,한국법,US and International Law,,복수,
21400013,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,제품디자인,시각디자인,,복수,
21400014,20140301,140,4,2,주간,복학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21400015,20140301,140,2,1,주간,군입대휴학,공간환경시스템공학부,남,건설공학,도시환경공학,,복수,
21400016,20140301,130,5,3,주간,입학,전산전자공학부,여,컴퓨터공학,경영학,,연계,
21400017,20140301,140,2,1,주간,군입대휴학,상담심리사회복지학부,남,상담심리학,영어,,연계,
21400018,20140301,130,3,2,주간,일반휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21400019,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21400020,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,국제지역학,,연계,
21400021,20140301,140,3,2,주간,일반휴학,생명과학부,여,생명과학(66),,,,
21400022,20140301,140,5,3,주간,입학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21400023,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,사회복지학,도시환경공학,,연계,
21400024,20140301,140,3,2,주간,일반휴학,경영경제학부,여,경제학,경영학,,복수,
21400025,20140301,130,5,3,주간,입학,경영경제학부,남,경제학,경영학,,복수,
21400026,20140301,140,5,3,주간,입학,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21400027,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,경영학,,연계,
21400028,20140301,140,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400029,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21400030,20140301,140,4,2,주간,일반휴학,콘텐츠융합디자인학부,여,시각디자인,공연영상학,,연계,
21400031,20140301,140,3,2,주간,군입대휴학,법학부,남,한국법,경영학,,연계,
21400032,20140301,140,5,3,주간,입학,전산전자공학부,여,전자공학,컴퓨터공학,,복수,
21400033,20140301,140,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400034,20140301,140,5,3,주간,입학,국제어문학부,여,영어,한국법,,연계,
21400035,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21400036,20140301,130,4,2,주간,일반휴학,생명과학부,여,생명과학(66),,,,
21400037,20140301,130,5,3,주간,입학,경영경제학부,남,경영학,경제학,,복수,
21400038,20140301,140,5,3,주간,입학,언론정보문화학부,여,공연영상학,Global Entrepreneurship,,연계,
21400039,20140301,140,4,2,주간,일반휴학,기계제어공학부,여,기계공학,전자제어공학,,복수,
21400040,20140301,140,5,3,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400041,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21400042,20140301,140,5,3,주간,입학,국제어문학부,여,국제지역학,영어,,복수,
21400043,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,남,제품디자인,경영학,,연계,
21400044,20140301,140,5,3,주간,입학,생명과학부,여,생명과학(66),,,,
21400045,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21400046,20140301,140,5,3,주간,입학,공간환경시스템공학부,여,건설공학,도시환경공학,,복수,
21400047,20140301,140,3,2,주간,군입대휴학,상담심리사회복지학부,남,상담심리학,컴퓨터공학,,연계,
21400048,20140301,140,2,1,주간,군입대휴학,경영경제학부,남,경제학,경영학,,복수,
21400049,20140301,140,5,3,주간,입학,언론정보문화학부,여,언론정보학,국제지역학,,연계,
21400050,20140301,140,4,2,주간,복학,경영경제학부,남,경제학,경영학,,복수,
21400051,20140301,140,4,2,주간,일반휴학,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21400052,20140301,140,1,1,주간,군입대휴학,글로벌리더십학부,남,,,,,
21400053,20140301,140,5,3,주간,입학,언론정보문화학부,여,언론정보학,공연영상학,,복수,
21400054,20140301,140,3,2,주간,군입대휴학,생명과학부,남,생명과학(66),,,,
21400055,20140301,140,3,2,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21400056,20140301,140,5,3,주간,입학,법학부,여,한국법,사회복지학,,연계,
21400057,20140301,140,4,2,주간,일반휴학,국제어문학부,여,국제지역학,Global Entrepreneurship,,연계,
21400058,20140301,140,3,2,주간,복학,경영경제학부,남,경영학,Global Entrepreneurship,,연계,
21400059,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,
21400060,20140301,130,5,3,주간,입학,전산전자공학부,여,컴퓨터공학,Global Entrepreneurship,,연계,
21400061,20140301,140,4,2,주간,군입대휴학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21400062,20140301,140,5,3,주간,입학,전산전자공학부,여,컴퓨터공학,Global Entrepreneurship,,연계,
21400063,20140301,140,2,1,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21400064,20140301,140,4,2,주간,군입대휴학,경영경제학부,남,경영학,국제지역학,,연계,
21400065,20140301,140,4,2,주간,일반휴학,생명과학부,여,생명과학(66),,,,
21400066,20140301,140,4,2,주간,일반휴학,언론정보문화학부,남,언론정보학,공연영상학,,복수,
21400067,20140301,130,4,2,주간,군입대휴학,전산전자공학부,남,전자공학심화,,,,공학인증
21400068,20140301,140,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400069,20140301,140,3,2,주간,군입대휴학,경영경제학부,남,경영학,상담심리학,,연계,
21400070,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21400071,20140301,140,3,2,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,경영학,,연계,
21400072,20140301,130,4,2,주간,일반휴학,언론정보문화학부,여,공연영상학,언론정보학,,복수,
21400073,20140301,130,5,3,주간,입학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21400074,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,Global Entrepreneurship,,연계,
21400075,20140301,140,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400076,20140301,140,3,2,주간,복학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400077,20140301,140,4,2,주간,군입대휴학,경영경제학부,남,경영학,상담심리학,,연계,
21400078,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400079,20140301,140,5,3,주간,입학,전산전자공학부,남,컴퓨터공학,경영학,,연계,
21400080,20140301,140,3,2,주간,군입대휴학,경영경제학부,남,경제학,ICT융합,,연계,
21400081,20140301,140,4,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400082,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21400083,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21400084,20140301,140,5,3,주간,입학,법학부,여,한국법,US and International Law,,복수,
21400085,20140301,140,4,2,주간,복학,경영경제학부,남,경영학,경제학,,복수,
21400086,20140301,140,5,3,주간,입학,전산전자공학부,여,컴퓨터공학심화,,,,공학인증
21400087,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21400088,20140301,140,5,3,주간,입학,법학부,여,한국법,사회복지학,,연계,
21400089,20140301,140,5,3,주간,입학,언론정보문화학부,여,공연영상학,상담심리학,,연계,
21400090,20140301,140,3,2,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21400091,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,남,제품디자인,시각디자인,,복수,
21400092,20140301,140,4,2,주간,일반휴학,국제어문학부,남,국제지역학,영어,,복수,
21400093,20140301,140,4,2,주간,복학,기계제어공학부,여,전자제어공학,기계공학,,복수,
21400094,20140301,130,3,2,주간,일반휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,
21400095,20140301,130,5,3,주간,입학,공간환경시스템공학부,여,건설공학,도시환경공학,,복수,
21400096,20140301,140,3,2,주간,제적,언론정보문화학부,남,공연영상학,언론정보학,,복수,
21400097,20140301,140,5,3,주간,입학,국제어문학부,여,국제지역학,컴퓨터공학,,연계,
21400098,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21400099,20140301,140,5,3,주간,입학,전산전자공학부,여,Information Technology,US and International Law,,연계,
21400100,20140301,140,2,1,주간,군입대휴학,법학부,남,한국법,경제학,,연계,
21400101,20140301,130,4,2,주간,복학,언론정보문화학부,여,언론정보학,공연영상학,,복수,
21400102,20140301,140,4,2,주간,일반휴학,국제어문학부,남,국제지역학,영어,,복수,
