year,semester,subjectCode,num_x,capacity,classroom,student_count,time,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,time_conv,course,random.ID,num_y
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,WHgFRzKy,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,iY5P04U9,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,d0juseOF,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,s4ymC5p7,1
2016,1,GCS10002,1,45,HDH 403,46,"T6,T7",,,,,,,,,"[18, 19]",GCS10002.1,dLiWPCxF,1
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,eMIEZTzm,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,fHEsaQQe,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,i3SDnXrg,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,tAvDogB2,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,0Z0Rxxfi,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,BEYGrOGw,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,AqPBEP4V,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,1f4bGp7m,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,9478KNjq,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,WRx0I2ua,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,PCcFjDkg,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,D1YNISYL,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,lWtoiewz,5
2016,1,GCS10002,5,45,HDH 403,50,"T1,F1",,,,,,,,,"[13, 49]",GCS10002.5,69FgLOQ0,5
